\AidData TUFF Project ID;Recommended For Aggregates;Umbrella;Financier Country;Recipient;Recipient Region;Commitment Year;Title;Status;Intent;Flow Type;Concessional;Flow Class;Sector Code;Sector Name;Funding Agencies;Funding Agencies Type;Amount (Original Currency);Original Currency;Amount (Constant USD2017);Amount (Nominal)
56564;Yes;No;China (People's Republic of);Chad;Africa;2009;China offers scholarships to students from Chad in 2009;Completion;Development;Scholarships/training in the donor country;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
56776;Yes;No;China (People's Republic of);Chad;Africa;2009;Chinese government donates office equipment to Chad in 2009;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
36968;Yes;No;China (People's Republic of);Chile;America;2009;China's Exim Bank signs 200 million USD financing agreement to Chile's Banco de Chile to facilitate development projects;Pipeline: Commitment;Development;Loan;Vague;Vague (Official Finance);240;BANKING AND FINANCIAL SERVICES;Export-Import Bank of China;State-owned Policy Bank;200000000;USD;260743002.8;200000000
36063;Yes;No;China (People's Republic of);Colombia;America;2009;China donates $300.000 to Colombia to develop community cleared of landmines;Implementation;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;2000000;CNY;381677.2165;292761.2341
36653;Yes;No;China (People's Republic of);Colombia;America;2009;China Development Bank provides $1.859 million for technical study related to hydroelectric power plant construction on the Magdalena River (Linked to Project ID#39423 and #69470);Completion;Development;Vague TBD;Vague;Vague (Official Finance);230;ENERGY;China Development Bank (CDB);State-owned Policy Bank;1859000;USD;2423606.211;1859000
37091;Yes;No;China (People's Republic of);Colombia;America;2009;China Embassy of Colombia donates $1.000 sets of children's school supplies to Huila in 2009;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Chinese Embassy;Government Agency;15535000;COP;9391.185892;7203.403957
39423;Yes;No;China (People's Republic of);Colombia;America;2009;HydroChina Provides US$3.859 Million for technical study related to hydroelectric power plant construction on the Magdalena River (linked to #36653 and #69470);Completion;Mixed;Vague TBD;No;OOF-like;230;ENERGY;Hydrochina Corporation;State-owned Company;3859000;USD;5031036.24;3859000
21627;Yes;No;China (People's Republic of);Comoros;Africa;2009;Chinese Government provides RMB 75.6 million grant for Bambao-Mtsanga Hospital Construction Project;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;China Ministry of Commerce;Government Agency;75630000;CNY;14433123.94;11070766.07
34813;Yes;No;China (People's Republic of);Comoros;Africa;2009;Chinese Government provides grant for establishment of anti-malaria medical center (linked to #30101, #409, #57366, #57367);Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
57447;Yes;No;China (People's Republic of);Comoros;Africa;2009;Chinese Government provides a cash grant to Comoros;Completion;Development;Grant;Yes;ODA-like;998;UNALLOCATED/UNSPECIFIED;Unspecified Chinese Government Institution;Government Agency;;;;
452;Yes;No;China (People's Republic of);Congo;Africa;2009;Chinese Government provides grant worth CFA 3.5 billion for construction of hospitals;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;China Ministry of Commerce;Government Agency;3500000000;XAF;9666883.332;7414874.591
30201;Yes;No;China (People's Republic of);Congo;Africa;2009;Chinese Government provides RMB 70 million grant for Sino-Congolese Friendship Hospital Construction Project in M’Filou;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;China Ministry of Commerce;Government Agency;70000000;CNY;13358702.58;10246643.19
30509;Yes;No;China (People's Republic of);Congo;Africa;2009;China donates office supplies worth 2 million RMB;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;2000000;CNY;381677.2165;292761.2341
36334;Yes;No;China (People's Republic of);Congo;Africa;2009;Chinese Government dispatches 20th medical team to Makélékélé Reference Hospital, Talangaï Hospital, and Loandjili General Hospital;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
58406;Yes;No;China (People's Republic of);Congo;Africa;2009;Chinese Government provides grant for the Potable Water for Five Northern Towns Project;Completion;Development;Grant;Yes;ODA-like;140;WATER SUPPLY AND SANITATION;Unspecified Chinese Government Institution;Government Agency;;;;
68488;Yes;No;China (People's Republic of);Congo;Africa;2009;Chinese government donates a batch of anti-malaria drugs to Republic of Congo;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
72848;Yes;No;China (People's Republic of);Congo;Africa;2009;Chinese Government funds Phase 4 of Djoué Radio Station Technical Cooperation Project (Linked to Project ID#72850, #73680, #73670);Completion;Development;Free-standing technical assistance;Yes;ODA-like;220;COMMUNICATIONS;Unspecified Chinese Government Institution;Government Agency;;;;
42023;Yes;No;China (People's Republic of);Cook Islands;Oceania;2009;Chinese Government donates 25 tractors for agriculture initiatives;Completion;Development;Grant;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
37256;Yes;No;China (People's Republic of);Costa Rica;America;2009;China Provides 100.000 USD Earthquake Relief Aid to Costa Rica;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;100000;USD;130371.5014;100000
37266;Yes;No;China (People's Republic of);Costa Rica;America;2009;Chinese Government provides $105 million grant for National Football Stadium Construction Project;Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;China Ministry of Commerce;Government Agency;105000000;USD;136890076.5;105000000
37288;Yes;No;China (People's Republic of);Costa Rica;America;2009;China donates bicycles and soccer balls to Costa Rica;Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;Unspecified Chinese Government Institution;Government Agency;;;;
54804;Yes;No;China (People's Republic of);Costa Rica;America;2009;Chinese Government provides general budget support grant worth CRC ₡ 4 billion;Completion;Development;Grant;Yes;ODA-like;510;GENERAL BUDGET SUPPORT;China Ministry of Commerce;Government Agency;4007500000;CRC;9115460.292;6991911.724
70500;Yes;No;China (People's Republic of);Costa Rica;America;2009;People's Republic of China to Donate Chinese Street Arch to the Government of Costa Rica (Linked to #37238);Completion;Representational;Grant;Yes;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;Unspecified Chinese Government Institution;Government Agency;;;;
30584;Yes;No;China (People's Republic of);Cote d'Ivoire;Africa;2009;China donates Materials to the Independent Electoral Commission in Cote d'Ivoire;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
66425;Yes;No;China (People's Republic of);Cote d'Ivoire;Africa;2009;Chinese Government provides RMB 49.98 million grant for Gagnoa General Hospital Construction Project (Linked to #66030);Completion;Development;Grant;Yes;ODA-like;120;HEALTH;China Ministry of Commerce;Government Agency;49980000;CNY;9538113.639;7316103.24
39733;Yes;No;China (People's Republic of);Cuba;America;2009;China loans Cuba $260 million for purchase of 10 grain shipments;Pipeline: Commitment;Mixed;Loan;Vague;OOF-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;260000000;USD;338965903.7;260000000
40135;Yes;No;China (People's Republic of);Cuba;America;2009;China Eximbank provides a $300 million USD loan for telecommunications network;Pipeline: Commitment;Development;Loan;Vague;Vague (Official Finance);220;COMMUNICATIONS;Export-Import Bank of China;State-owned Policy Bank;300000000;USD;391114504.2;300000000
44158;Yes;No;China (People's Republic of);Cuba;America;2009;China opens Confucius Institute at the University of Habana;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
54874;Yes;No;China (People's Republic of);Cuba;America;2009;China Eximbank provides $260 million preferential buyer’s credit for acquisition of ten 35.000-ton portable bulk carriers;Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;260000000;USD;338965903.7;260000000
69953;Yes;No;China (People's Republic of);Cuba;America;2009;Chinese Government provides construction equipment for the rehabilitation of irrigation and drainage infrastructure;Implementation;Development;Grant;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;1100000;USD;1434086.516;1100000
69972;Yes;No;China (People's Republic of);Cuba;America;2009;Chinese Government provides office supplies to Cuban Parliament;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Standing Committee of the National People's Congress (China);Government Agency;;;;
69986;Yes;No;China (People's Republic of);Cuba;America;2009;Chinese Government donates 60 traffic lights to Cuba;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
71747;Yes;No;China (People's Republic of);Cuba;America;2009;Chinese government granted blood bank equipment to National Blood Bank Network of Cuba;Pipeline: Commitment;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
63004;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2009;Chinese Government donates 34.527 metric tons of rice, 18.966 metric tons of wheat flour, and 60.334 metric tons of maize in 2009 (Linked to Project ID#63382, #63390);Completion;Development;Grant;Yes;ODA-like;520;DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE;China Ministry of Commerce;Government Agency;35704962.43;USD;46549095.6;35704962.43
63382;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2009;Chinese Government donates 50.000 tons of fuel oil in 2009 (Linked to Project ID#63004, #63390);Pipeline: Commitment;Development;Grant;Yes;ODA-like;230;ENERGY;China Ministry of Commerce;Government Agency;22611750;USD;29479277.97;22611750
63390;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2009;Chinese Government donates 80.000 tons of high quality coal in 2009 (Linked to Project ID#63382, #63004);Pipeline: Commitment;Development;Grant;Yes;ODA-like;230;ENERGY;China Ministry of Commerce;Government Agency;6844800;USD;8923668.529;6844800
63945;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2009;State Grid Corporation provides RMB 159 million for 630MW Shuifeng Hydropower Plant Renovation Project;Completion;Mixed;Vague TBD;Vague;OOF-like;230;ENERGY;State Grid Corporation of China (SGCC);State-owned Company;159000000;CNY;30343338.71;23274518.11
86331;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2009;Chinese Government donates vehicles to China-DPRK Friendship Thaekam Cooperative Farm;Completion;Development;Grant;Yes;ODA-like;210;TRANSPORT AND STORAGE;Unspecified Chinese Government Institution;Government Agency;;;;
86341;Yes;No;China (People's Republic of);Democratic People's Republic of Korea;Asia;2009;Chinese Government donates 500.000 tons of crude oil in 2009;Completion;Development;Grant;Yes;ODA-like;230;ENERGY;China Ministry of Commerce;Government Agency;227046750;USD;296004256.9;227046750
453;Yes;No;China (People's Republic of);Democratic Republic of the Congo;Africa;2009;Chinese Government provides RMB 4 million grant for humanitarian aid to refugees in the DRC;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;4000000;CNY;763354.4329;585522.4682
19114;Yes;No;China (People's Republic of);Democratic Republic of the Congo;Africa;2009;Chinese Government provides grant for Ngiri-Ngiri Primary School Construction Project (Linked to projects #19663 and #85305);Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
19663;Yes;No;China (People's Republic of);Democratic Republic of the Congo;Africa;2009;Chinese Government provides grant for Kisangani Primary Schools Construction Project (Linked to project #19114 and #85305);Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
34567;Yes;No;China (People's Republic of);Democratic Republic of the Congo;Africa;2009;Chinese Government sends 10th Peacekeeping Mission to DRC consisting of medical and engineering personnel (Linked to Project ID#87023);Completion;Mixed;Free-standing technical assistance;Yes;OOF-like;150;GOVERNMENT AND CIVIL SOCIETY;People's Liberation Army of China;Government Agency;;;;
53507;Yes;No;China (People's Republic of);Democratic Republic of the Congo;Africa;2009;Chinese Government provides $14.8 million grant for 23 km Bukavu Airport Road Rehabilitation Project (Linked to project #407);Completion;Development;Grant;Yes;ODA-like;210;TRANSPORT AND STORAGE;China Ministry of Commerce;Government Agency;14880995.97;USD;19400577.87;14880995.97
58916;Yes;No;China (People's Republic of);Democratic Republic of the Congo;Africa;2009;Chinese Government grants $2.040.570.87 for training of Congolese civil servants from 2009-2012;Completion;Development;Scholarships/training in the donor country;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;2040570.87;USD;2660322.881;2040570.87
